Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score
9,89,Medium,Low,10,68,Yes,1,High,High,3,High School,Near,65
18,69,High,Medium,7,100,Yes,3,Medium,High,2,High School,Near,67
20,63,Low,Medium,7,75,Yes,2,Medium,High,2,High School,Near,63
21,71,High,Medium,9,78,Yes,2,Medium,Medium,4,High School,Near,66
20,70,Low,Medium,8,64,Yes,0,Low,Low,3,High School,Far,61
14,69,High,Medium,4,71,Yes,1,Medium,Medium,4,High School,,64
19,68,Medium,Low,8,75,Yes,1,Medium,Medium,4,Postgraduate,Near,64
11,83,Medium,Medium,5,63,Yes,2,Low,Medium,3,College,Near,65
28,73,Medium,Low,7,62,Yes,3,High,Medium,3,Postgraduate,Moderate,68
18,93,Low,High,6,80,Yes,1,Medium,Medium,3,High School,Near,69
17,67,Medium,Medium,6,59,Yes,0,Medium,Medium,3,High School,Near,61
30,79,Medium,High,7,78,No,3,High,High,2,Postgraduate,Moderate,72
13,61,Medium,Low,8,85,Yes,4,Low,Medium,3,College,Moderate,61
13,79,High,High,7,60,Yes,1,Low,High,4,College,Moderate,66
13,62,Low,Medium,9,87,Yes,1,Low,Medium,1,College,Moderate,60
20,99,Medium,Low,9,68,Yes,1,Low,High,3,Postgraduate,Far,69
23,92,Medium,High,9,100,Yes,1,High,High,2,College,Near,72
24,80,Medium,High,7,99,Yes,2,Medium,Medium,2,High School,Moderate,69
35,63,High,High,6,90,Yes,0,Medium,Medium,3,College,Near,71
7,84,Medium,High,7,67,Yes,1,Medium,Medium,3,College,Near,64
24,90,Low,Low,9,97,Yes,3,Low,Medium,4,High School,Near,71
17,68,Low,Medium,9,100,Yes,1,Medium,High,3,High School,Moderate,64
16,83,Medium,Medium,4,73,Yes,3,Low,Low,3,College,Near,67
16,93,Medium,Low,7,81,Yes,2,Low,Medium,3,Postgraduate,Moderate,67
15,91,Low,High,4,50,Yes,1,Medium,Medium,3,High School,Moderate,66
30,92,Low,Medium,7,52,Yes,3,High,Medium,4,College,Near,73
25,95,Medium,High,6,75,Yes,1,Medium,Medium,4,High School,Moderate,73
20,98,Medium,Medium,6,80,Yes,0,Medium,Medium,2,College,Moderate,70
28,76,Low,Medium,8,66,Yes,5,High,Low,4,College,Moderate,70
11,83,Medium,Low,6,55,Yes,0,Low,Medium,4,Postgraduate,Near,62
12,92,High,Low,7,89,Yes,1,Medium,High,2,Postgraduate,Moderate,68
7,88,High,High,6,71,Yes,0,Low,Medium,3,High School,Moderate,65
16,100,High,High,7,82,Yes,2,High,Medium,2,High School,Near,73
21,61,High,Medium,8,83,No,1,Low,,3,College,Near,65
21,74,Medium,High,6,77,No,0,Medium,Medium,3,College,Near,66
21,71,Low,Medium,8,59,Yes,3,Low,Medium,3,College,Moderate,64
12,70,Medium,High,7,81,Yes,0,Low,Medium,3,High School,Near,63
25,69,Medium,Medium,7,66,No,0,Low,Low,3,College,Near,62
21,88,High,Medium,6,91,Yes,0,Low,Medium,4,Postgraduate,Moderate,70
24,63,Medium,Medium,8,60,Yes,3,High,Medium,3,High School,Near,65
9,90,Medium,Medium,8,65,Yes,0,Medium,Medium,5,High School,Far,64
22,88,Medium,Medium,7,72,Yes,4,High,Medium,2,Postgraduate,Near,70
13,70,Medium,Medium,7,87,Yes,1,Low,Low,5,High School,Near,62
18,70,Medium,Medium,8,86,Yes,5,High,Medium,2,High School,Near,67
23,85,Medium,Low,8,67,Yes,1,Medium,Medium,3,Postgraduate,Far,66
21,90,High,High,7,76,Yes,2,High,High,3,College,Moderate,74
15,95,Medium,High,9,62,Yes,2,Medium,Medium,3,High School,Far,69
20,94,Medium,High,8,89,Yes,0,Medium,Medium,4,High School,Moderate,70
11,99,Medium,Medium,10,60,Yes,1,High,Medium,1,College,Near,68
27,83,Medium,Low,5,91,Yes,3,Low,,2,Postgraduate,Near,70
19,96,Medium,Medium,8,97,Yes,3,Medium,Medium,2,High School,Near,71
27,92,Medium,Low,9,100,Yes,2,Medium,High,0,Postgraduate,Moderate,73
17,96,Medium,Medium,9,93,Yes,3,Medium,Medium,2,High School,Far,69
17,60,Low,Low,7,61,Yes,1,Low,Medium,4,Postgraduate,Near,61
15,99,Medium,Medium,5,71,Yes,0,Medium,Medium,2,College,Moderate,68
25,79,Medium,Low,9,54,Yes,1,Low,Medium,2,Postgraduate,Far,66
16,92,High,Low,6,58,Yes,0,High,Medium,4,High School,Near,67
24,65,Low,High,7,52,Yes,1,High,Medium,1,Postgraduate,Moderate,64
18,76,Low,High,10,82,Yes,1,Medium,Medium,4,College,Near,67
8,71,High,Medium,5,77,No,0,High,Medium,4,High School,Moderate,61
17,72,Low,Medium,8,96,Yes,2,Low,High,3,High School,Near,65
13,65,Low,High,6,73,Yes,0,Low,Medium,3,Postgraduate,Near,62
20,92,Low,High,6,82,Yes,0,Medium,Medium,5,High School,Near,69
13,60,High,High,7,70,Yes,1,Medium,Medium,3,College,Far,61
26,73,High,Medium,8,91,Yes,4,Low,Low,5,High School,Moderate,69
19,67,Medium,Low,8,96,No,1,High,Low,3,College,Near,64
19,84,Medium,Low,9,72,Yes,1,Low,Medium,3,High School,Far,65
24,70,Medium,High,6,54,Yes,1,High,Medium,1,High School,Moderate,64
26,70,High,High,5,58,Yes,1,Low,Low,3,Postgraduate,Moderate,68
20,80,Low,Medium,6,86,Yes,1,Low,Medium,3,High School,Near,67
15,86,High,Medium,8,66,Yes,0,Medium,High,5,College,Near,68
9,65,Low,Medium,7,89,Yes,2,Low,Medium,4,High School,Moderate,61
16,67,Medium,High,4,87,Yes,5,High,High,4,College,Near,69
16,70,Low,High,4,85,Yes,0,Medium,Medium,3,High School,Near,64
21,99,High,Medium,7,91,No,3,Medium,Medium,4,College,Near,74
18,76,Medium,Medium,8,88,Yes,1,Medium,Medium,4,College,Near,66
24,84,Medium,Medium,6,82,Yes,1,Medium,Medium,2,High School,Near,68
16,70,Medium,High,8,50,Yes,3,High,Medium,3,Postgraduate,Far,65
20,80,Medium,High,5,76,No,0,Low,Medium,3,College,Near,66
27,63,High,Low,7,80,No,2,Medium,High,2,High School,Near,66
22,61,Medium,Low,7,98,Yes,3,High,Low,2,College,Near,65
20,79,Medium,Medium,8,83,Yes,3,Low,Medium,4,College,Moderate,67
16,76,Low,Medium,5,79,Yes,0,Low,High,4,Postgraduate,Moderate,65
16,65,Medium,Medium,5,77,Yes,1,High,High,3,High School,Moderate,63
15,88,High,Medium,8,55,Yes,1,High,High,2,High School,Near,67
17,100,Medium,High,5,71,Yes,2,Low,Medium,4,High School,Near,70
25,76,High,High,6,57,No,0,Medium,Medium,3,Postgraduate,Moderate,68
19,85,Medium,Medium,9,53,Yes,1,Medium,Medium,3,College,Far,66
12,99,Medium,Medium,7,66,Yes,3,Medium,Low,1,Postgraduate,Moderate,67
31,93,Medium,Low,8,82,Yes,2,High,High,1,High School,Near,72
22,79,High,High,8,93,Yes,0,Medium,Medium,2,High School,Near,68
12,89,Medium,High,8,91,No,1,Low,High,2,High School,Near,66
17,65,Medium,Medium,7,65,Yes,0,High,Medium,4,High School,Moderate,62
21,80,High,Low,6,52,Yes,1,Low,Medium,4,High School,Near,65
30,71,High,Low,10,70,Yes,3,Medium,Medium,4,High School,Near,67
13,66,Medium,Medium,7,66,Yes,3,Medium,Medium,2,College,Near,62
26,77,Medium,Low,7,69,Yes,1,High,Medium,3,High School,Near,66
28,65,Medium,Medium,8,78,No,1,High,Medium,3,College,Near,67
16,88,Medium,Medium,6,52,Yes,2,High,High,3,High School,Near,68
18,78,Medium,Medium,6,69,Yes,1,Medium,Medium,4,Postgraduate,Moderate,66
14,81,High,High,9,78,Yes,0,Medium,Medium,4,College,Near,68
19,66,Low,Medium,6,72,Yes,2,Low,Medium,5,High School,Near,62
20,66,Medium,High,8,83,Yes,1,Low,,2,College,Near,64
24,83,High,Low,8,59,Yes,1,Low,Medium,3,High School,Near,68
27,99,Low,Low,7,58,Yes,2,Medium,Medium,2,Postgraduate,Moderate,71
16,64,Medium,Medium,7,65,Yes,2,Medium,High,4,High School,Near,63
8,71,High,Medium,8,55,Yes,1,Low,High,2,College,Moderate,62
20,95,High,Low,7,62,Yes,1,Low,Low,3,College,Near,69
22,63,Medium,Medium,4,54,Yes,0,Medium,Medium,3,High School,Moderate,62
21,95,Low,Medium,9,70,Yes,3,High,Medium,3,High School,Near,71
18,81,Low,High,6,86,Yes,3,Low,Medium,4,College,Near,69
21,76,Medium,Medium,7,64,Yes,1,Medium,High,2,High School,Moderate,66
29,72,Low,Medium,5,50,Yes,0,Low,Medium,4,High School,Near,64
22,72,Low,High,6,78,No,1,Low,High,3,Postgraduate,Near,65
18,72,High,High,6,85,Yes,1,High,High,1,High School,Moderate,68
17,95,High,Medium,7,70,Yes,1,Low,Medium,3,High School,Near,69
19,89,High,Medium,6,65,Yes,2,Low,Medium,3,Postgraduate,Near,68
30,87,Low,Medium,10,75,Yes,3,Low,Low,4,College,Near,71
19,92,Low,Medium,7,55,Yes,1,Medium,Medium,5,High School,Far,66
20,70,High,Low,8,82,Yes,2,Low,High,3,High School,Moderate,65
17,85,High,Medium,7,87,Yes,1,Low,Medium,1,,Near,68
27,78,High,High,8,85,Yes,0,High,Medium,3,College,Near,72
32,91,High,Medium,4,66,Yes,3,Low,High,2,Postgraduate,Near,75
23,72,High,Low,6,92,Yes,2,High,Medium,3,College,Near,67
20,86,Medium,Medium,6,97,Yes,1,Low,Medium,2,High School,Moderate,67
20,95,Medium,Medium,6,65,Yes,2,Low,Medium,3,College,Near,70
6,76,Medium,Medium,8,63,Yes,5,Medium,Medium,3,College,Near,64
24,63,Medium,Medium,8,85,Yes,1,Low,Medium,3,High School,Far,65
21,81,Medium,Medium,7,85,Yes,1,Low,High,3,Postgraduate,Moderate,68
23,74,High,High,7,76,Yes,1,Medium,Low,2,College,Moderate,67
16,87,Low,Medium,10,96,No,1,Low,High,1,College,Moderate,66
18,98,High,Medium,7,57,Yes,0,High,Medium,1,Postgraduate,Moderate,69
18,79,Low,High,4,74,Yes,2,Low,Medium,1,High School,Near,64
26,79,Medium,High,8,52,Yes,1,Medium,Medium,3,Postgraduate,Near,68
18,86,High,Medium,8,53,Yes,5,Low,High,3,High School,Near,68
32,64,Low,High,9,53,No,1,Low,Medium,3,College,Near,65
23,70,Medium,Medium,8,75,Yes,0,High,Medium,2,High School,Moderate,65
12,97,Low,Medium,6,79,No,1,Medium,Medium,2,High School,Near,65
19,87,High,Medium,8,50,Yes,0,High,High,2,High School,Near,67
16,61,High,Medium,7,82,Yes,2,Low,Medium,3,High School,Near,63
7,68,High,Medium,9,74,Yes,1,Low,High,3,High School,Near,62
30,87,High,Medium,9,61,Yes,2,Medium,High,4,High School,Moderate,73
24,91,High,High,7,51,Yes,2,Medium,Medium,3,High School,Moderate,72
23,94,Low,Medium,8,58,Yes,5,Low,Low,6,High School,Near,71
21,72,Medium,Medium,9,80,Yes,3,Low,Medium,4,High School,Near,67
12,97,Medium,Low,7,83,Yes,0,Low,Medium,2,College,Moderate,66
17,82,Medium,High,10,82,Yes,1,Medium,Medium,2,High School,Moderate,68
25,88,High,High,9,58,Yes,0,Low,Medium,4,Postgraduate,Near,70
14,84,Medium,Medium,6,96,No,2,Low,Medium,2,Postgraduate,Far,66
5,65,Low,High,7,71,Yes,0,Low,Medium,2,College,Far,56
19,99,Medium,High,8,88,No,1,Low,High,3,High School,Far,71
19,65,Low,High,10,58,Yes,2,Medium,High,3,Postgraduate,Moderate,64
21,70,Medium,Medium,8,74,Yes,2,Medium,Medium,3,Postgraduate,Far,65
24,93,Medium,Medium,7,76,Yes,2,Low,Medium,1,High School,Near,70
24,85,High,Low,9,89,Yes,1,Low,Medium,2,Postgraduate,Moderate,70
22,94,Low,High,7,81,Yes,2,Medium,High,4,High School,Far,71
27,81,High,High,6,70,Yes,0,Low,Medium,5,High School,Far,70
11,75,Low,High,8,64,Yes,3,Low,Medium,3,College,Moderate,62
23,97,Medium,Medium,6,99,Yes,1,Low,Medium,3,High School,Near,72
24,61,Medium,Medium,10,64,Yes,0,Low,Medium,3,High School,Near,62
13,94,Low,Medium,7,56,Yes,2,Low,High,4,College,Near,67
11,69,Low,Medium,8,65,Yes,0,Low,Medium,2,College,Moderate,58
16,94,Low,Medium,6,66,Yes,3,Medium,High,4,College,Near,69
16,66,Medium,Low,9,56,Yes,0,Low,High,4,College,Near,60
25,83,High,High,7,85,Yes,2,Low,Medium,4,College,Near,72
16,96,Medium,Medium,7,81,Yes,0,Low,Low,3,High School,Moderate,66
15,79,Medium,High,7,66,Yes,2,Low,Medium,3,College,Far,66
16,90,Medium,High,5,100,Yes,1,High,Medium,4,High School,Moderate,69
27,92,Low,Medium,7,83,Yes,2,Low,Medium,4,College,Moderate,70
20,89,Low,Medium,8,85,Yes,2,Medium,High,1,Postgraduate,Near,70
19,97,High,High,5,78,Yes,0,Medium,Low,3,College,Moderate,70
19,78,Low,High,9,78,Yes,2,Low,High,2,College,Near,67
28,67,High,Medium,7,51,Yes,2,Medium,Medium,3,High School,Near,67
16,62,Low,Low,7,89,Yes,0,Medium,Medium,3,High School,Far,59
28,70,Medium,Medium,4,96,Yes,1,Medium,Medium,2,,Moderate,67
21,66,High,Medium,7,56,Yes,1,Low,Medium,4,Postgraduate,Moderate,65
19,82,Medium,Medium,5,90,Yes,1,High,Medium,3,College,Near,68
35,67,High,High,6,77,Yes,1,Low,Medium,3,College,Near,71
14,62,Medium,Medium,5,64,Yes,2,Low,Medium,3,College,Near,61
18,61,Medium,Medium,6,96,Yes,0,Medium,Medium,3,High School,Near,63
13,93,Medium,High,7,51,Yes,1,Low,High,3,High School,Near,67
26,84,High,Medium,7,64,No,1,Medium,High,4,College,Near,69
30,74,Medium,High,8,94,Yes,0,Medium,Medium,3,High School,Near,70
30,96,Medium,Low,4,74,No,0,Low,Low,3,High School,Moderate,69
27,63,High,Medium,7,80,Yes,1,Low,High,4,High School,Far,66
19,99,Medium,Low,7,87,Yes,1,Medium,Medium,4,High School,Moderate,70
18,85,Medium,Medium,6,57,Yes,2,Medium,High,2,Postgraduate,Moderate,67
10,67,High,High,6,61,Yes,0,Low,High,2,High School,Near,61
32,87,Medium,High,9,100,Yes,2,Medium,Low,2,Postgraduate,Moderate,74
23,91,Medium,High,10,62,Yes,1,Medium,High,3,College,Near,70
17,77,High,Medium,4,77,Yes,0,Medium,Medium,4,High School,Near,66
28,94,Medium,High,6,65,Yes,1,Low,High,1,High School,Near,73
14,66,Medium,Medium,5,93,Yes,1,Medium,Medium,2,High School,Near,62
22,71,Medium,Low,7,98,Yes,2,Low,High,2,High School,Moderate,65
19,64,High,Medium,9,57,Yes,0,Medium,High,3,High School,Near,62
24,68,Low,Medium,8,80,No,1,Low,Low,4,Postgraduate,Moderate,64
20,70,Medium,Medium,7,91,Yes,1,Low,Medium,2,High School,Far,63
11,97,Medium,Medium,7,91,Yes,1,Medium,Medium,4,High School,Near,69
20,63,Medium,Medium,7,72,Yes,3,Low,High,5,Postgraduate,Near,63
26,77,Medium,Medium,8,61,Yes,1,Low,Medium,4,College,Moderate,67
20,81,Medium,Low,8,69,Yes,1,Medium,Medium,2,High School,Near,65
25,96,Medium,High,8,88,Yes,0,Low,Medium,1,High School,Near,71
14,100,Medium,Medium,4,100,Yes,3,Low,Medium,3,Postgraduate,Moderate,71
20,90,Medium,Medium,7,78,Yes,0,Medium,High,4,Postgraduate,Far,69
16,99,Medium,High,7,60,Yes,2,Low,High,3,Postgraduate,Moderate,71
24,91,Low,Medium,8,52,Yes,1,Low,Medium,5,High School,Near,68
20,99,Low,Medium,7,97,Yes,2,Low,Medium,0,High School,Near,70
24,88,Medium,High,8,74,Yes,0,Low,High,3,Postgraduate,Near,71
27,63,Medium,Medium,6,86,Yes,1,Medium,Medium,4,Postgraduate,Near,68
24,76,Low,High,8,83,Yes,1,High,Medium,4,High School,Near,69
22,86,Medium,Medium,9,95,Yes,4,Medium,Low,2,College,Near,71
14,74,High,Medium,5,63,No,2,Low,High,3,College,Far,63
20,71,Low,Medium,5,72,Yes,4,Medium,Medium,4,Postgraduate,Moderate,66
17,83,Medium,Medium,8,96,Yes,1,Low,Medium,3,College,Moderate,67
18,97,High,Low,7,79,Yes,3,High,Medium,3,High School,Far,71
18,61,Low,Low,9,54,Yes,0,Medium,Medium,2,College,Near,59
14,91,High,Medium,7,60,Yes,0,High,Medium,2,High School,Near,67
8,89,High,High,8,62,Yes,2,Medium,Medium,4,High School,Moderate,66
16,99,Low,High,6,100,Yes,1,High,High,3,High School,Far,72
21,97,High,High,8,61,Yes,0,Low,High,3,Postgraduate,Near,70
12,90,Medium,Medium,8,93,Yes,3,High,Medium,3,High School,Near,68
20,81,Low,Medium,6,54,Yes,0,Low,Low,2,College,Moderate,63
31,68,Medium,Medium,9,59,Yes,3,High,High,2,Postgraduate,Near,69
26,82,Low,Medium,4,94,Yes,0,Low,Low,3,High School,Near,67
30,91,Medium,High,7,95,Yes,1,Medium,High,3,College,Near,75
22,96,Low,Low,5,59,Yes,0,Medium,High,2,High School,Far,67
27,92,High,High,5,61,Yes,0,Medium,High,3,Postgraduate,Near,74
16,68,Medium,High,8,77,Yes,1,Medium,High,4,Postgraduate,Moderate,66
16,84,Medium,High,5,53,No,2,Low,Medium,1,High School,Near,65
4,73,Low,Medium,5,97,Yes,1,Low,High,1,High School,Near,60
27,60,Medium,High,8,68,Yes,1,Medium,Medium,4,High School,Far,63
29,68,Low,High,5,74,Yes,3,High,High,2,Postgraduate,Near,69
17,65,High,High,9,55,Yes,1,Medium,Medium,2,High School,Near,64
18,94,Low,Medium,8,52,Yes,1,Medium,Medium,4,College,Near,68
15,70,Medium,Medium,6,73,Yes,2,Medium,Low,4,,Moderate,63
22,71,Medium,Medium,8,56,Yes,0,Medium,High,2,Postgraduate,Near,65
27,98,Medium,High,4,82,Yes,0,High,Medium,3,High School,Near,74
10,75,Medium,High,8,90,Yes,2,Low,Medium,2,Postgraduate,Moderate,65
22,60,Medium,Medium,5,52,Yes,0,Low,Medium,2,High School,Near,61
18,71,Medium,High,6,81,Yes,1,Low,High,3,High School,Near,66
21,65,Medium,High,6,91,Yes,1,Medium,High,3,High School,Moderate,67
23,64,High,Medium,9,72,Yes,0,Low,High,3,College,Near,66
19,63,High,Medium,6,98,Yes,4,High,Medium,2,Postgraduate,Near,69
19,84,Medium,Medium,7,56,Yes,2,Low,Medium,3,High School,Moderate,65
19,68,High,High,6,66,Yes,2,Medium,Medium,3,High School,Far,65
26,74,High,Medium,6,62,Yes,0,Low,Medium,3,High School,Near,66
23,94,Medium,High,5,100,Yes,2,Medium,High,2,Postgraduate,Near,73
21,77,Low,Medium,7,65,Yes,2,Low,High,2,High School,Moderate,64
12,97,Medium,Low,7,69,Yes,0,Low,High,5,High School,Near,67
18,80,Medium,Low,8,92,Yes,0,Medium,High,1,College,Near,67
25,76,Medium,Low,7,96,Yes,3,Medium,Medium,4,High School,Near,68
20,90,Medium,Low,7,97,Yes,2,High,High,3,College,Moderate,71
24,63,Medium,Medium,8,78,Yes,0,Low,High,3,High School,Near,64
31,64,Medium,Medium,6,83,Yes,1,Medium,Medium,2,High School,Moderate,67
26,86,Medium,Low,5,67,Yes,2,Low,High,1,High School,Moderate,68
21,79,Low,Medium,8,80,Yes,1,Low,High,3,College,Near,67
17,92,Low,Medium,6,65,Yes,3,Medium,High,2,College,Near,70
5,97,Medium,Low,7,87,Yes,2,Medium,Medium,3,High School,Far,64
19,76,Medium,Medium,6,65,Yes,0,Low,Medium,4,High School,Near,63
18,84,High,High,6,94,Yes,3,High,Medium,4,High School,Near,71
22,80,Low,Low,4,57,Yes,1,Low,Medium,3,Postgraduate,Moderate,64
19,99,Low,Low,8,79,Yes,3,Medium,Medium,4,High School,Near,70
18,93,Medium,High,4,76,Yes,3,Low,Medium,3,College,Near,70
9,96,Medium,High,9,63,Yes,1,High,Medium,1,High School,Near,67
14,70,Medium,Medium,9,51,Yes,1,Low,High,4,College,Near,62
23,91,Medium,Medium,6,57,Yes,2,Low,High,2,High School,Near,69
30,71,Low,High,9,98,Yes,2,High,Medium,1,High School,Moderate,69
19,68,Low,High,10,97,No,0,Low,Medium,3,College,Far,62
22,98,Low,Medium,7,56,Yes,1,High,Medium,1,College,Near,70
26,61,Medium,Medium,8,69,Yes,2,Medium,High,3,High School,Near,66
15,99,High,Medium,7,73,Yes,1,Low,Medium,3,High School,Near,69
22,66,Medium,Low,9,74,Yes,3,Low,High,3,Postgraduate,Near,65
16,93,Low,High,5,65,Yes,0,Medium,Medium,3,High School,Near,66
25,71,High,Medium,7,96,Yes,2,Low,Medium,3,High School,Near,69
21,74,High,Medium,8,95,Yes,1,Medium,Medium,5,High School,Far,66
22,69,Low,High,8,51,Yes,1,Low,High,3,High School,Near,65
15,83,Medium,Low,7,83,Yes,1,High,Medium,2,Postgraduate,Near,66
24,74,Low,Low,9,54,Yes,1,Low,,3,,Near,63
33,86,Low,Medium,7,80,Yes,0,Low,High,3,Postgraduate,Near,72
14,61,Medium,Medium,7,93,Yes,3,Medium,High,2,High School,Moderate,62
18,63,High,High,8,82,Yes,1,High,Medium,1,High School,Near,64
21,64,Medium,Low,7,73,Yes,2,Low,Medium,2,College,Far,61
25,77,High,Medium,7,98,Yes,0,High,Medium,2,High School,Near,70
17,93,Medium,Medium,6,87,Yes,1,Low,High,2,High School,Moderate,67
3,96,High,High,10,62,Yes,3,Low,Medium,4,High School,Far,66
28,70,Medium,Medium,6,69,Yes,2,Low,Low,4,High School,Near,66
25,83,Low,Medium,8,88,Yes,1,Medium,High,3,College,Near,68
10,91,High,High,10,51,Yes,0,Low,Medium,3,Postgraduate,Moderate,67
16,72,Medium,High,5,53,Yes,1,High,High,3,College,Near,65
29,76,Medium,High,8,93,No,0,Medium,High,4,College,Moderate,70
29,81,Medium,Medium,7,52,No,1,High,Medium,4,College,Near,69
26,65,Medium,Medium,10,84,Yes,1,Low,High,4,Postgraduate,Near,68
19,61,Medium,Medium,6,66,Yes,0,High,Medium,1,High School,Near,61
20,66,Medium,High,6,91,Yes,0,Medium,High,5,High School,Far,65
19,85,High,High,7,92,Yes,3,Medium,Medium,2,College,Near,71
27,63,Medium,High,6,98,Yes,0,Medium,Medium,3,High School,Near,66
15,68,Medium,High,6,55,No,0,High,Medium,3,High School,Near,62
15,74,Low,Low,10,71,Yes,0,Low,High,2,Postgraduate,Near,61
26,63,High,High,7,79,Yes,1,Low,High,2,High School,Near,67
20,68,Medium,High,6,96,Yes,0,Low,High,3,High School,Near,66
28,96,Low,High,6,63,No,1,High,Medium,2,High School,Moderate,71
16,61,Medium,High,8,54,Yes,0,Low,High,3,College,Moderate,62
20,86,Medium,Medium,8,60,Yes,1,High,Medium,3,Postgraduate,Near,67
14,75,Medium,Medium,6,75,Yes,0,Low,High,2,High School,Near,64
20,87,Medium,Low,5,84,Yes,2,Medium,Medium,3,High School,Near,68
11,84,Medium,Medium,7,85,Yes,3,Medium,Medium,4,College,Moderate,67
17,69,Medium,Medium,7,54,Yes,1,High,Low,2,High School,Near,63
11,94,High,High,6,88,Yes,2,Medium,Medium,4,High School,Near,70
24,80,Low,High,9,83,Yes,1,Low,Low,1,High School,Near,67
24,93,Medium,High,8,70,Yes,1,Medium,High,3,High School,Moderate,71
10,76,Medium,Low,7,79,Yes,3,Medium,Medium,4,High School,Far,62
28,99,Medium,Medium,6,88,Yes,3,Low,Medium,4,High School,Near,75
35,91,Low,Medium,10,63,Yes,1,Medium,Medium,5,High School,Near,72
20,99,Medium,Low,5,97,Yes,4,High,Medium,3,College,Near,73
16,81,Low,Medium,6,57,Yes,3,Low,Low,3,High School,Near,64
37,79,Medium,High,6,95,Yes,1,High,Medium,1,High School,Near,73
12,90,Medium,Low,7,87,Yes,2,Low,High,2,Postgraduate,Far,66
20,95,Low,Low,8,83,Yes,1,Medium,Medium,3,High School,Near,69
21,99,Medium,Medium,5,54,Yes,1,Low,Medium,4,College,Moderate,70
28,73,Medium,High,6,96,Yes,1,Medium,Medium,0,Postgraduate,Near,70
22,92,High,High,8,65,Yes,0,Medium,High,2,High School,Moderate,71
17,68,Low,High,6,87,Yes,0,Low,Medium,4,College,Near,64
14,82,Medium,High,6,94,Yes,7,Medium,High,4,Postgraduate,Near,71
18,67,High,Medium,7,62,Yes,1,Low,Low,2,High School,Far,63
14,74,High,High,6,96,Yes,2,Low,High,4,College,Near,68
20,97,Medium,Medium,7,81,Yes,3,Medium,High,3,College,Near,71
17,66,Medium,Medium,8,83,Yes,4,Medium,High,5,High School,Moderate,65
11,85,High,Medium,7,96,No,1,Low,Medium,3,High School,Near,66
28,84,High,High,9,76,Yes,0,High,Medium,3,High School,Near,72
17,65,High,High,8,72,Yes,1,Low,Medium,4,College,Moderate,65
12,73,Low,Medium,7,82,No,1,Low,Medium,3,High School,Far,60
19,83,Low,Medium,7,78,No,2,Low,High,4,Postgraduate,Moderate,67
20,67,Medium,High,10,53,Yes,1,Low,Medium,2,Postgraduate,Near,65
10,92,High,Low,6,59,Yes,0,Low,Medium,2,High School,Moderate,64
22,99,High,High,7,51,Yes,2,High,High,4,High School,Moderate,72
14,69,High,Medium,6,55,Yes,3,Low,Low,2,High School,Moderate,62
30,67,Medium,Medium,8,86,Yes,0,Low,Medium,4,High School,Moderate,67
23,78,Medium,Medium,10,50,Yes,1,Medium,Medium,3,Postgraduate,Near,67
18,90,Medium,Medium,7,65,Yes,4,Medium,Medium,3,College,Near,69
16,71,High,High,7,72,Yes,1,Medium,Low,4,College,Moderate,65
19,61,Medium,High,7,97,Yes,0,Medium,High,3,College,Far,62
24,82,High,Medium,5,66,Yes,0,Medium,Medium,3,Postgraduate,Near,69
20,98,Medium,High,7,89,Yes,1,High,Medium,3,College,Far,72
19,76,Low,High,10,70,Yes,1,Low,Medium,3,College,Far,63
20,77,High,Medium,8,55,Yes,1,Medium,Medium,3,College,Far,64
16,99,Low,Medium,9,55,Yes,1,High,Medium,3,College,Far,67
18,88,Medium,Medium,9,72,Yes,2,High,High,4,Postgraduate,Moderate,70
7,89,High,Low,6,53,Yes,3,Low,High,2,High School,Moderate,64
